# Characters of text keys that the default MySQL/MariaDB collations compare exactly like Access (05, Collation).
# code point, weight under utf8mb4_0900_as_ci (MySQL), weight under utf8mb4_uca1400_as_ci (MariaDB), safe (1/0).
# Weights: HEX(WEIGHT_STRING(<char> COLLATE <collation>)), measured on MySQL 8.0/8.4 and MariaDB 10.11/11.4/11.8;
# the integration matrix re-measures them (CollationWeightsIT, -Dcollation.update=true rewrites them).
# safe: derived by KeyTextSafetyTest from the weights and Access's own index encoding (Jackcess); rewrite with
# -Dcollation.update=true. Never edit by hand.
00D4	1DDD000000200027	221D00200027	1
00D5	1DDD00000020002D	221D0020002D	1
00D6	1DDD00000020002B	221D0020002B	1
00D7	061900000020	06A00020	1
00D8	1DDD00000020002F	221D0020002F	1
00D9	1EB5000000200025	230100200025	1
00DA	1EB5000000200024	230100200024	1
00DB	1EB5000000200027	230100200027	1
00DC	1EB500000020002B	23010020002B	1
00DD	1F0B000000200024	235900200024	1
00DE	1F5000000020	239F0020	1
00DF	1E711E710000002001100020	22B622B6002001180020	0
00E0	1C47000000200025	207500200025	1
00E1	1C47000000200024	207500200024	1
00E2	1C47000000200027	207500200027	1
00E3	1C4700000020002D	20750020002D	1
00E4	1C4700000020002B	20750020002B	1
00E5	1C47000000200029	207500200029	1
00E6	1C471CAA0000002001100020	207520DB002001180020	0
00E7	1C7A000000200030	20A900200030	1
00E8	1CAA000000200025	20DB00200025	1
00E9	1CAA000000200024	20DB00200024	1
00EA	1CAA000000200027	20DB00200027	1
00EB	1CAA00000020002B	20DB0020002B	1
00EC	1D32000000200025	216700200025	1
00ED	1D32000000200024	216700200024	1
00EE	1D32000000200027	216700200027	1
00EF	1D3200000020002B	21670020002B	1
00F0	1C8F000000200110	20BF00200118	1
00F1	1DB900000020002D	21F70020002D	1
00F2	1DDD000000200025	221D00200025	1
00F3	1DDD000000200024	221D00200024	1
00F4	1DDD000000200027	221D00200027	1
00F5	1DDD00000020002D	221D0020002D	1
00F6	1DDD00000020002B	221D0020002B	1
00F7	061800000020	069F0020	1
00F8	1DDD00000020002F	221D0020002F	1
00F9	1EB5000000200025	230100200025	1
00FA	1EB5000000200024	230100200024	1
00FB	1EB5000000200027	230100200027	1
00FC	1EB500000020002B	23010020002B	1
00FD	1F0B000000200024	235900200024	1
00FE	1F5000000020	239F0020	1
00FF	1F0B00000020002B	23590020002B	1
0100	1C47000000200032	207500200032	1
0101	1C47000000200032	207500200032	1
0102	1C47000000200026	207500200026	1
0103	1C47000000200026	207500200026	1
0104	1C47000000200031	207500200031	1
0105	1C47000000200031	207500200031	1
0106	1C7A000000200024	20A900200024	1
0107	1C7A000000200024	20A900200024	1
0108	1C7A000000200027	20A900200027	1
0109	1C7A000000200027	20A900200027	1
010A	1C7A00000020002E	20A90020002E	1
010B	1C7A00000020002E	20A90020002E	1
010C	1C7A000000200028	20A900200028	1
010D	1C7A000000200028	20A900200028	1
010E	1C8F000000200028	20BF00200028	1
010F	1C8F000000200028	20BF00200028	1
0110	1C8F000000200039	20BF00200039	1
0111	1C8F000000200039	20BF00200039	1
0112	1CAA000000200032	20DB00200032	1
0113	1CAA000000200032	20DB00200032	1
0114	1CAA000000200026	20DB00200026	1
